,vin,visitas,year_modelo,ultimo_kilometraje,num_servicios,num_rep_llantas,num_rep_frenos,num_rep_amortiguadores,num_rep_transmision
184,MB2C22AC0HM224633,4,2017,75208,2,0,0,0,0
185,MB2C22AC0HM224647,6,2017,71887,6,0,0,0,0
186,MB2C22AC0HM224650,1,2017,91181,2,0,0,0,0
187,MB2C22AC0HM224678,1,2017,25423,1,0,2,0,0
188,MB2C22AC0HM224695,7,2017,84397,24,9,2,0,0
189,MB2C22AC0HM228505,4,2017,78004,5,0,0,0,0
190,MB2C22AC0JM232284,2,2018,31227,4,0,0,0,0
191,MB2C22AC0JM232561,4,2018,76491,4,0,0,0,0
192,MB2C22AC0JM232608,1,2018,48975,0,0,0,0,0
193,MB2C22AC0JM232642,1,2018,463906,1,0,0,0,0
194,MB2C22AC0JM232656,4,2018,56306,8,0,0,0,0
195,MB2C22AC0JM232673,2,2018,64267,3,0,0,0,0
196,MB2C22AC0JM232706,3,2018,49265,4,0,0,0,0
197,MB2C22AC0JM232737,13,2018,94061,76,25,12,0,0
198,MB2C22AC0JM232740,7,2018,65421,25,6,0,0,0
199,MB2C22AC0JM232768,9,2018,75914,4,0,0,0,0
200,MB2C22AC0JM232785,7,2018,96347,7,0,0,0,0
201,MB2C22AC0JM233189,7,2018,62182,19,4,1,0,0
202,MB2C22AC0JM233192,16,2018,98938,64,15,2,0,0
203,MB2C22AC0JM233211,2,2018,38738,3,0,0,0,0
204,MB2C22AC0JM233225,2,2018,8196,2,0,0,0,0
205,MB2C22AC0JM233239,12,2018,83314,51,10,1,0,0
206,MB2C22AC0JM233242,5,2018,99332,4,0,0,0,0
207,MB2C22AC0JM233564,2,2018,48812,3,0,0,0,0
208,MB2C22AC0JM233578,4,2018,43568,4,0,0,0,0
209,MB2C22AC0JM233595,6,2018,99239,0,0,0,0,0
210,MB2C22AC0JM233614,1,2018,21978,1,0,0,0,0
211,MB2C22AC0JM233628,2,2018,8174,10,1,0,0,0
212,MB2C22AC0JM233631,2,2018,50324,2,0,0,0,0
213,MB2C22AC0JM233645,8,2018,80568,30,0,0,0,0
214,MB2C22AC0JM233662,3,2018,23851,4,1,0,0,0
215,MB2C22AC0JM233676,3,2018,53705,2,0,0,0,0
216,MB2C22AC0JM234195,1,2018,62743,1,0,0,0,0
217,MB2C22AC0JM234214,9,2018,41643,29,9,0,0,0
218,MB2C22AC0JM234228,11,2018,6356,16,0,0,0,0
219,MB2C22AC0JM234231,2,2018,8562200,3,0,0,0,0
220,MB2C22AC0JM234293,4,2018,47510,4,0,1,0,0
221,MB2C22AC0JM235539,10,2018,94834,7,0,0,0,0
222,MB2C22AC0JM235542,5,2018,50121,4,0,0,0,0
223,MB2C22AC0JM235556,3,2018,92487,3,0,1,0,0
224,MB2C22AC0JM235573,1,2018,8776,1,0,0,0,0
225,MB2C22AC0JM235587,4,2018,83595,5,0,0,0,0
226,MB2C22AC0JM235590,1,2018,97495,0,0,1,0,0
227,MB2C22AC0JM240501,7,2018,94612,6,0,0,0,0
228,MB2C22AC0JM240515,3,2018,51741,1,0,0,0,0
229,MB2C22AC0JM240529,4,2018,65176,2,0,0,0,0
230,MB2C22AC0JM240532,1,2018,45746,1,0,0,0,0
231,MB2C22AC0JM240577,4,2018,38601,11,0,0,0,0
232,MB2C22AC0JM240580,10,2018,58439,38,9,4,0,0
233,MB2C22AC0JM240594,2,2018,23509,0,0,0,0,0
234,MB2C22AC0JM240627,9,2018,64324,8,0,2,0,0
235,MB2C22AC0JM240644,1,2018,83706,1,0,0,0,0
236,MB2C22AC0JM240658,11,2018,63525,35,13,5,0,0
237,MB2C22AC0JM240675,4,2018,43461,4,0,0,0,0
238,MB2C22AC0JM240689,9,2018,83009,4,0,0,0,0
239,MB2C22AC0JM240692,3,2018,7003,0,0,0,0,0
240,MB2C22AC0JM241003,2,2018,69409,5,0,0,0,0
241,MB2C22AC0JM241017,2,2018,82686,3,0,0,0,0
242,MB2C22AC0JM241020,9,2018,91918,11,0,0,0,0
243,MB2C22AC0JM241034,7,2018,45834,11,0,0,0,0
244,MB2C22AC0JM241048,4,2018,76369,6,0,2,0,0
245,MB2C22AC0JM241051,3,2018,38123,3,0,0,0,0
246,MB2C22AC0JM241079,3,2018,77838,6,1,0,0,0
247,MB2C22AC0JM241082,4,2018,5232,5,0,0,0,0
248,MB2C22AC0JM241101,4,2018,45577,4,0,0,0,0
249,MB2C22AC0JM241471,1,2018,39001,2,0,0,0,0
250,MB2C22AC0JM241485,1,2018,14062,0,0,0,0,0
251,MB2C22AC0JM241521,3,2018,33910,2,0,0,0,0
252,MB2C22AC0JM241535,3,2018,38716,3,0,0,0,0
253,MB2C22AC0JM241941,7,2018,64511,25,7,0,0,0
254,MB2C22AC0JM241969,9,2018,8541,36,16,5,0,0
255,MB2C22AC0JM241972,2,2018,88958,3,0,0,0,0
256,MB2C22AC0JM241986,7,2018,60204,7,1,1,0,0
257,MB2C22AC0JM243060,2,2018,75988,1,0,1,0,0
258,MB2C22AC0JM243561,1,2018,43648,2,0,0,0,0
259,MB2C22AC0JM243611,11,2018,81727,27,9,0,1,0
260,MB2C22AC0JM243625,2,2018,8819,3,0,0,0,0
261,MB2C22AC0JM253720,3,2018,48452,4,1,0,0,0
262,MB2C22AC0JM253734,1,2018,11,0,0,0,0,0
263,MB2C22AC0JM253832,1,2018,83263,1,1,0,0,0
264,MB2C22AC0JM253846,2,2018,36460,0,0,0,0,0
265,MB2C22AC0JM254253,6,2018,60844,5,0,1,0,0
266,MB2C22AC0JM254284,1,2018,45932,1,0,0,0,0
267,MB2C22AC0JM254317,6,2018,9743,8,0,0,0,0
268,MB2C22AC0JM254320,3,2018,9902,2,0,0,0,0
269,MB2C22AC0JM254706,2,2018,67969,1,0,1,0,0
270,MB2C22AC0JM254737,2,2018,52424,2,0,0,0,0
271,MB2C22AC0JM254740,1,2018,53845,2,0,0,0,0
272,MB2C22AC0JM254771,4,2018,79788,6,0,1,0,0
273,MB2C22AC0JM254849,2,2018,93004,4,0,0,0,0
274,MB2C22AC0JM254852,1,2018,47221,1,0,0,0,0
275,MB2C22AC0JM254897,2,2018,31675,5,0,0,0,0
276,MB2C22AC0JM254902,2,2018,20446,4,0,0,0,0
277,MB2C22AC0JM255483,6,2018,7265,9,1,2,0,0
278,MB2C22AC0JM255581,2,2018,66087,2,0,0,0,0
279,MB2C22AC0JM264605,1,2018,10306,2,0,0,0,0
280,MB2C22AC0JM264619,2,2018,76411,5,0,0,0,0
281,MB2C22AC0JM264636,4,2018,84629,22,0,2,0,0
282,MB2C22AC0JM264684,8,2018,83464,25,6,0,0,0
283,MB2C22AC0JM264779,1,2018,64385,4,0,0,0,0
284,MB2C22AC0JM264782,1,2018,2987,0,0,0,0,0
285,MB2C22AC0JM264801,5,2018,7339,0,0,0,0,0
286,MB2C22AC0JM264815,8,2018,41750,15,5,2,0,0
287,MB2C22AC0JM264846,8,2018,90057,8,0,0,0,0
288,MB2C22AC0JM264877,1,2018,66043,1,0,0,0,0
289,MB2C22AC0JM264880,1,2018,39177,1,0,0,0,0
290,MB2C22AC0JM264894,5,2018,77895,5,0,0,0,0
291,MB2C22AC0JM264961,7,2018,80732,3,0,0,0,0
292,MB2C22AC0JM264975,3,2018,130827,3,0,0,0,0
293,MB2C22AC0JM265575,7,2018,67074,16,4,1,0,0
294,MB2C22AC0JM265589,2,2018,34073,2,0,0,0,0
295,MB2C22AC0JM265611,5,2018,87756,2,0,0,0,0
296,MB2C22AC0JM265642,1,2018,56977,2,0,0,0,0
297,MB2C22AC0JM265687,4,2018,62369,6,0,0,1,0
298,MB2C22AC0JM265771,2,2018,9641,0,0,0,0,0
299,MB2C22AC0JM265785,2,2018,84339,3,0,0,0,0
300,MB2C22AC0JM265964,6,2018,80329,7,0,0,0,0
301,MB2C22AC0JM277404,1,2018,44002,1,0,0,0,0
302,MB2C22AC0JM277421,3,2018,63112,0,0,0,0,0
303,MB2C22AC0JM277452,6,2018,57522,6,0,0,0,0
304,MB2C22AC0JM277466,5,2018,20831,4,1,0,0,0
305,MB2C22AC0JM277502,3,2018,64723,3,0,0,0,0
306,MB2C22AC0JM277516,6,2018,80339,0,0,0,0,0
307,MB2C22AC0JM279587,5,2018,61735,15,5,0,0,0
308,MB2C22AC0JM279590,1,2018,29149,1,0,0,0,0
309,MB2C22AC0JM279606,11,2018,85342,12,0,1,0,0
310,MB2C22AC0JM280125,6,2018,58747,3,0,1,0,0
311,MB2C22AC0JM280156,6,2018,9262,6,1,1,0,0
312,MB2C22AC0JM283798,9,2018,58190,22,7,0,0,0
313,MB2C22AC0JM283803,1,2018,31550,1,0,0,0,0
314,MB2C22AC0JM283820,5,2018,9631,11,0,0,0,0
315,MB2C22AC0JM283879,4,2018,84838,3,0,1,0,0
316,MB2C22AC0JM284613,1,2018,45014,1,0,0,0,0
317,MB2C22AC0JM284627,5,2018,58995,5,0,3,0,0
318,MB2C22AC0JM284658,1,2018,9770,1,0,0,0,0
319,MB2C22AC0JM284661,2,2018,32048,2,0,0,0,0
320,MB2C22AC0JM284921,10,2018,8679,34,9,0,0,0
321,MB2C22AC0JM284935,13,2018,7,35,14,4,0,0
322,MB2C22AC0JM284952,2,2018,33350,2,0,0,0,0
323,MB2C22AC0JM291657,6,2018,8739,17,5,0,0,0
324,MB2C22AC0JM291660,8,2018,38196,10,0,2,0,0
325,MB2C22AC0JM291674,3,2018,6688,1,0,0,0,0
326,MB2C22AC0JM291688,2,2018,12489,2,0,0,0,0
327,MB2C22AC0JM291691,5,2018,94441,9,0,0,0,0
328,MB2C22AC0JM291707,4,2018,37865,3,0,1,0,0
329,MB2C22AC0JM291710,5,2018,37794,9,0,0,0,0
330,MB2C22AC0JM291836,2,2018,42787,2,0,0,0,0
331,MB2C22AC0JM292176,5,2018,51948,3,1,0,1,0
332,MB2C22AC0JM292209,9,2018,88437,9,0,1,0,0
333,MB2C22AC0JM292212,1,2018,10143,1,0,0,0,0
334,MB2C22AC0JM292226,8,2018,89800,4,0,0,0,0
335,MB2C22AC0JM292243,6,2018,6866,0,0,0,0,0
336,MB2C22AC0JM292260,1,2018,110984,1,0,0,0,0
337,MB2C22AC0JM292338,2,2018,67382,2,0,0,0,0
338,MB2C22AC0JM292355,3,2018,29937,4,0,0,0,0
339,MB2C22AC0JM292369,1,2018,2,1,0,0,0,0
340,MB2C22AC0JM292663,2,2018,29245,2,0,0,0,0
341,MB2C22AC0JM292677,2,2018,5594,4,0,0,0,0
342,MB2C22AC0JM292680,5,2018,7178,11,0,0,0,0
343,MB2C22AC0JM292761,1,2018,1603,0,0,0,0,0
344,MB2C22AC0JM292789,1,2018,19506,0,0,0,0,0
345,MB2C22AC0JM292792,1,2018,44953,1,0,0,0,0
346,MB2C22AC0JM292808,1,2018,38134,1,0,0,0,0
347,MB2C22AC0JM293425,2,2018,65932,2,0,0,0,0
348,MB2C22AC0JM293439,10,2018,69345,32,10,0,0,0
349,MB2C22AC0JM293974,4,2018,6202,1,0,0,0,0
350,MB2C22AC0JM293988,3,2018,50452,2,0,0,0,0
351,MB2C22AC0JM294588,2,2018,9291,1,0,0,0,0
352,MB2C22AC0JM305377,6,2018,63145,8,0,0,0,0
353,MB2C22AC0JM305380,5,2018,8144,0,0,0,0,0
354,MB2C22AC0JM305413,9,2018,9033,30,9,0,0,0
355,MB2C22AC0JM305430,5,2018,6604,6,1,0,0,0
356,MB2C22AC0JM305444,3,2018,71176,3,0,0,0,0
357,MB2C22AC0JM305461,3,2018,5555556,12,0,0,0,0
358,MB2C22AC0JM305475,1,2018,27813,3,1,0,0,0
359,MB2C22AC0JM305489,2,2018,49085,2,0,0,0,0
360,MB2C22AC0JM305962,5,2018,60089,0,0,0,0,0
361,MB2C22AC0JM305993,2,2018,50001,3,0,0,0,0
362,MB2C22AC0JM306061,8,2018,67791,16,5,3,0,0
363,MB2C22AC0JM306089,3,2018,130002,8,0,0,0,0
364,MB2C22AC0JM306092,4,2018,36989,10,0,1,0,0
365,MB2C22AC0JM310353,2,2018,89305,3,0,0,0,0
366,MB2C22AC0JM310367,4,2018,6469,7,0,0,0,0
367,MB2C22AC0JM310384,3,2018,8795,0,0,0,0,0
368,MB2C22AC0JM310398,5,2018,29114,6,0,0,0,0
369,MB2C22AC0JM310417,3,2018,67460,3,0,0,0,0
370,MB2C22AC0JM314659,4,2018,61263,4,0,1,0,0
371,MB2C22AC0JM314662,1,2018,11286,1,0,0,0,0
372,MB2C22AC0JM314676,5,2018,67191,3,0,0,0,0
373,MB2C22AC0JM314712,3,2018,9741,4,0,0,0,0
374,MB2C22AC0JM314788,5,2018,7904,6,0,1,0,0
375,MB2C22AC0JM315570,6,2018,72936,5,0,0,0,0
376,MB2C22AC0JM315598,9,2018,90786,7,0,0,0,0
377,MB2C22AC0JM315875,2,2018,67067,3,0,0,0,0
378,MB2C22AC0JM315889,1,2018,52867,1,0,0,0,0
379,MB2C22AC0JM315908,2,2018,13041,4,0,0,0,0
380,MB2C22AC0JM315911,1,2018,4391,1,0,0,0,0
381,MB2C22AC0JM315939,4,2018,89790,3,0,0,0,0
382,MB2C22AC0JM315942,5,2018,8581,13,3,0,0,0
383,MB2C22AC0JM315973,2,2018,5889,3,0,0,0,0
384,MB2C22AC0JM315987,4,2018,6636,0,0,0,0,0
385,MB2C22AC0JM315990,6,2018,43515,6,0,0,0,0
386,MB2C22AC0JM316296,5,2018,24544,18,5,0,0,0
387,MB2C22AC0JM316301,2,2018,9962,2,0,0,0,0
388,MB2C22AC0JM316315,4,2018,57093,10,0,0,0,0
389,MB2C22AC0JM316329,1,2018,91770,0,0,0,0,0
390,MB2C22AC0JM316332,2,2018,9953,4,0,0,0,0
391,MB2C22AC0JM316346,4,2018,20338,8,0,0,0,0
392,MB2C22AC0JM316363,9,2018,9376,19,4,0,0,0
393,MB2C22AC0JM316377,1,2018,21000,0,0,1,0,0
394,MB2C22AC0JM316394,1,2018,36325,0,0,0,0,0
395,MB2C22AC0JM316413,2,2018,37243,3,0,0,0,0
396,MB2C22AC0JM316427,2,2018,47014,1,0,1,0,0
397,MB2C22AC0JM316895,3,2018,50069,4,0,2,0,0
398,MB2C22AC0JM316900,6,2018,90435,4,0,1,0,0
399,MB2C22AC0JM316928,7,2018,3127,8,0,0,0,0
400,MB2C22AC0JM316931,7,2018,90758,4,0,0,0,0
401,MB2C22AC0JM316945,2,2018,46687,1,0,0,0,0
402,MB2C22AC0JM316959,4,2018,56707,5,0,0,0,0
403,MB2C22AC0JM316993,2,2018,6226,4,0,1,0,0
404,MB2C22AC0JM317027,4,2018,51327,4,0,0,0,0
405,MB2C22AC0JM317593,1,2018,767500,3,0,0,0,0
406,MB2C22AC0JM318095,4,2018,52265,4,0,1,0,0
407,MB2C22AC0JM318100,10,2018,63092,33,12,6,0,0
408,MB2C22AC0JM318128,5,2018,48494,18,5,0,0,0
409,MB2C22AC0JM318145,5,2018,75559,4,0,2,0,0
410,MB2C22AC0JM325130,5,2018,37397,18,5,0,0,0
411,MB2C22AC0JM325595,2,2018,65890,4,0,0,0,0
412,MB2C22AC0JM325614,8,2018,72227,4,0,0,0,0
413,MB2C22AC0JM325628,1,2018,20574,1,0,0,0,0
414,MB2C22AC0JM325645,5,2018,64734,4,1,0,0,0
415,MB2C22AC0JM325659,1,2018,67133,1,0,0,0,0
416,MB2C22AC0JM325662,2,2018,9587,0,0,0,0,0
417,MB2C22AC0JM329355,1,2018,109462,3,0,0,0,0
418,MB2C22AC0JM329369,3,2018,9735,9,2,0,0,0
419,MB2C22AC0JM329372,3,2018,37188,7,0,0,0,0
